operator,publication,site,proxy,depth,age,run,TEX86,BAY.LOW,BAY.MED,BAY.HIGH,subBAY.LOW,subBAY.MED,subBAY.HIGH,1302,1300,1298,1296,1292,1292',1050-tot,1036-tot,1022,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,52.44,4.28,LC210100047,0.53,10.91,17.98,25.72,8.25,14.85,23.08,2.52E+07,3.96E+06,2.88E+06,3.40E+05,3.37E+07,1.31E+06,1170944.40,370803.50,413827.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,53.36,4.31,LC1906000005,0.58,14.17,21.14,30.08,11.30,18.06,27.42,9.78E+06,1.36E+06,1.13E+06,1.33E+05,1.19E+07,5.80E+05,2251365.90,890554.00,1796014.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,53.48,4.32,LC21040000044,0.56,12.73,19.75,28.05,9.93,16.63,25.41,1.55E+07,2.20E+06,1.98E+06,1.93E+05,1.77E+07,5.93E+05,2629130.00,805514.00,794872.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,54.91,4.37,LC21040000020,0.52,9.59,16.74,24.20,6.98,13.58,21.65,5.36E+07,6.85E+06,4.79E+06,6.22E+05,6.62E+07,1.89E+06,6830310.00,1321571.00,1964660.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,56.06,4.41,LC21040000045,0.54,11.50,18.54,26.34,8.71,15.30,23.86,3.67E+07,5.67E+06,4.58E+06,4.78E+05,4.99E+07,1.58E+06,4383620.00,726830.90,1182940.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,56.90,4.43,,0.59,15.21,22.09,31.30,12.19,19.01,28.56,7.37E+06,8.86E+05,7.38E+05,9.28E+04,6.91E+06,4.37E+05,564026.70,448111.00,1051242.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,57.48,4.45,,0.48,6.27,13.83,20.70,3.95,10.52,17.93,2.79E+07,3.38E+06,2.08E+06,2.80E+05,3.23E+07,7.08E+05,1017240.00,320275.80,420953.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,58.98,4.50,,0.52,10.07,17.27,24.89,7.48,14.06,22.20,2.10E+07,2.62E+06,1.97E+06,2.50E+05,2.40E+07,6.57E+05,2666109.00,586445.00,640065.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,60.48,4.55,,0.50,7.83,15.27,22.40,5.44,12.02,19.73,3.61E+07,4.05E+06,2.72E+06,2.84E+05,3.86E+07,9.74E+05,2573980.00,913300.20,1250760.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,63.48,4.64,,0.50,8.58,15.87,23.04,6.07,12.62,20.45,4.42E+07,4.47E+06,3.06E+06,3.63E+05,4.42E+07,1.13E+06,6652560.00,1144096.90,1588140.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,64.21,4.66,,0.45,4.24,12.16,18.95,2.20,8.86,16.07,3.55E+07,3.55E+06,1.91E+06,3.21E+05,3.78E+07,7.24E+05,1141234.00,240558.10,384897.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,65.22,4.69,,0.50,8.19,15.61,22.75,5.79,12.33,20.13,4.25E+07,5.97E+06,4.06E+06,5.70E+05,5.27E+07,1.35E+06,1255591.00,380731.10,648348.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,66.69,4.73,,0.43,2.40,10.51,17.33,0.47,7.20,14.18,3.84E+07,4.22E+06,2.17E+06,3.15E+05,4.14E+07,7.27E+05,427951.00,249379.80,342853.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,68.19,4.76,,0.50,8.58,15.89,23.15,6.04,12.66,20.48,4.55E+07,6.10E+06,3.97E+06,6.76E+05,5.72E+07,1.54E+06,697778.00,388921.00,464359.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,70.90,4.82,LC1906000007,0.57,14.15,20.99,29.85,11.15,17.87,27.16,1.42E+08,2.38E+07,1.67E+07,3.36E+06,1.93E+08,1.21E+07,6220848.80,2827075.00,6252603.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,71.18,4.83,LC21040000052,0.52,10.05,17.31,24.87,7.46,14.04,22.21,3.22E+07,4.50E+06,3.19E+06,4.57E+05,4.07E+07,1.28E+06,1220267.00,394644.00,432235.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,71.97,4.85,LC21040000053,0.49,7.32,14.76,21.82,4.94,11.50,19.17,4.93E+07,6.28E+06,3.98E+06,6.02E+05,5.93E+07,1.43E+06,1064658.00,483578.00,672246.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,72.97,4.88,LC21040000054,0.53,10.50,17.65,25.19,7.84,14.46,22.70,3.90E+07,5.51E+06,3.92E+06,5.90E+05,4.97E+07,1.65E+06,1109953.00,389570.00,626759.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,74.45,4.92,LC2104000101,0.48,6.76,14.25,21.18,4.42,10.95,18.50,3.49E+07,4.67E+06,2.85E+06,4.71E+05,4.12E+07,1.02E+06,949816.00,343848.80,555130.40,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,75.96,4.96,LC21040000073,0.53,10.55,17.72,25.39,7.96,14.55,22.76,3.45E+07,5.08E+06,3.58E+06,5.87E+05,4.35E+07,1.55E+06,487406.00,287810.00,354170.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,78.71,5.05,LC21040000074,0.50,8.26,15.56,22.76,5.81,12.35,20.16,2.53E+07,2.98E+06,1.91E+06,3.02E+05,2.91E+07,7.72E+05,548294.00,250343.80,314750.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,80.77,5.10,LC21040000075,0.49,7.39,14.83,21.92,5.09,11.60,19.21,1.95E+07,2.47E+06,1.51E+06,2.51E+05,2.46E+07,6.10E+05,433989.00,233309.00,298702.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,82.48,5.16,LC21040000076,0.43,2.58,10.64,17.49,0.59,7.36,14.43,1.96E+07,2.10E+06,1.10E+06,1.70E+05,2.09E+07,3.43E+05,304523.00,147704.50,189423.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,83.95,5.23,2LC2110070,0.50,7.91,15.27,22.36,5.45,12.02,19.75,1814281.372,235484.512,141307.34,26416.419,2074974.435,64286.207,37382.23,19414.42,21923.19,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,85.40,5.29,LC1906000008,0.48,6.87,14.41,21.42,4.52,11.11,18.72,1.65E+08,2.61E+07,1.42E+07,2.49E+06,2.99E+08,7.78E+06,3733827.30,2406412.40,4785270.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,86.94,5.36,2LC2110071,0.48,6.86,14.38,21.45,4.55,11.13,18.65,1182869.075,161861.787,96131.746,18517.648,1288514.055,37337.683,42121.17,15865.15,17465.91,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,88.45,5.44,2LC2110072,0.50,7.94,15.28,22.45,5.42,12.02,19.84,1665222.081,222358.176,140204.247,22349.287,1828259.886,56234.942,45225.27,22083.99,30932.49,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,89.94,5.55,2LC2110073,0.54,11.09,18.16,25.93,8.40,14.99,23.41,682207.816,99850.325,71584.301,11597.839,820156.106,31845.859,23479.28,13131.98,11767.07,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,91.47,5.68,2LC2110074,0.52,9.44,16.67,24.06,6.89,13.45,21.52,781307.654,105260.701,66290.055,14139.142,880497.008,31394.029,44874.69,13977.43,16018.06,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,92.95,5.82,LC21040000089,0.52,10.23,17.44,25.10,7.66,14.20,22.42,1.62E+07,2.39E+06,1.73E+06,2.54E+05,2.06E+07,6.54E+05,474387.00,215885.30,239156.10,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,93.11,5.83,2LC2110075,0.50,8.55,15.87,23.13,6.09,12.63,20.43,1399178.172,217665.436,142382.733,21610.638,1557763.901,57511.451,48004.16,20845.52,16888.35,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,94.61,5.98,2LC2110076,0.51,8.88,16.19,23.50,6.40,12.94,20.86,462791.263,66311.847,41755.789,7840.135,533903.702,18748.862,41202.68,11576.50,12340.77,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,96.11,6.12,2LC2110097,0.54,11.09,18.23,26.03,8.47,15.06,23.44,1346290.15,160488.281,112156.328,19149.755,1229406.818,54050.22,218018.90,49309.13,51309.06,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,97.95,6.27,LC21040000090,0.47,5.92,13.62,20.53,3.69,10.30,17.68,1.43E+07,1.82E+06,1.11E+06,1.56E+05,1.70E+07,3.69E+05,963070.00,229388.50,366305.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,99.40,6.36,LC1906000009,0.57,13.47,20.40,29.08,10.64,17.31,26.35,9.21E+07,1.22E+07,8.27E+06,1.75E+06,1.14E+08,5.96E+06,3075305.10,1125227.10,2761613.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,100.61,6.43,2LC2110078,0.51,9.09,16.30,23.51,6.51,13.05,21.04,1935143.113,302249.661,197307.176,34505.979,2185652.286,82971.204,43261.10,24506.11,26353.75,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,102.11,6.50,2LC2110079,0.49,7.33,14.75,21.74,4.99,11.51,19.10,979144.594,147494.102,87451.02,16340.142,1122431.395,37137.979,33332.09,14679.33,16592.58,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,102.61,6.52,2LC2110080,0.52,9.67,16.91,24.40,7.09,13.72,21.84,419685.865,57155.856,39200.115,5667.158,445198.698,16526.163,53806.70,11966.39,12396.52,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,104.11,6.60,2LC2110098,0.53,10.75,17.85,25.67,8.04,14.66,22.93,1197585.103,139634.858,100831.325,13738.351,1059251.394,43467.042,186521.27,44819.84,53361.31,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,105.61,6.67,2LC2110083,0.51,8.82,16.02,23.26,6.20,12.82,20.64,255266.725,31343.239,19315.328,4047.597,261956.901,8744.757,30457.49,8372.71,9246.65,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,107.37,6.75,LC21040000091,0.48,6.19,13.78,20.68,3.94,10.52,17.96,1.59E+08,2.19E+07,1.38E+07,2.27E+06,1.87E+08,3.78E+06,5501960.00,2260856.00,3598625.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,108.90,6.81,LC1906000010,0.53,10.56,17.65,25.25,7.86,14.45,22.75,1.28E+07,1.30E+06,8.08E+05,1.85E+05,1.24E+07,4.62E+05,1630008.80,348610.60,1143407.60,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,110.11,6.86,2LC2110099,0.52,10.23,17.35,24.95,7.58,14.16,22.34,700234.944,83841.794,55414.536,10044.202,666080.374,26664.142,118300.39,28720.79,39204.07,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,111.63,6.92,2LC2110100,0.57,13.65,20.56,29.26,10.76,17.45,26.55,98761.362,13972.843,10663.797,1680.615,110014.223,5998.909,18440.78,3103.50,5219.17,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,112.38,6.94,LC20020000067,0.56,13.06,20.07,28.56,10.28,16.95,25.92,2.31E+06,2.39E+05,1.79E+05,3.01E+04,2.05E+06,9.60E+04,974532.00,114061.10,256596.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,113.58,6.99,2LC2110101,0.55,12.21,19.25,27.49,9.49,16.09,24.80,397373.537,41997.724,30649.163,5272.815,302944.689,15374.028,146713.67,24852.90,26132.70,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,115.09,7.05,2LC2110087,0.56,13.09,20.06,28.43,10.24,16.90,25.79,232866.243,33145.039,24294.81,4575.138,271686.714,13506.56,55748.96,5973.40,10338.63,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,118.78,7.24,LC21110000141,0.57,13.70,20.64,29.35,10.86,17.55,26.66,5.61E+06,6.64E+05,5.72E+05,6.57E+04,4.60E+06,2.40E+05,1048627.00,285342.70,572804.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,120.28,7.34,LC21110000140,0.56,12.80,19.78,28.00,9.97,16.64,25.51,5.37E+06,3.25E+05,2.41E+05,4.09E+04,2.60E+06,1.27E+05,978331.00,443686.90,736974.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,121.79,7.46,LC21110000139,0.57,13.89,20.75,29.49,10.94,17.67,26.84,8.06E+06,6.59E+05,5.63E+05,8.51E+04,4.63E+06,2.31E+05,1442088.00,662100.00,898734.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,123.60,7.62,LC1906000011,0.55,12.34,19.38,27.73,9.62,16.27,25.01,1.14E+07,1.29E+06,8.67E+05,1.97E+05,1.06E+07,5.23E+05,2200468.40,358236.80,1061248.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,125.13,7.77,LC20020000068,0.57,14.10,21.02,29.86,11.18,17.91,27.09,1.66E+06,1.15E+05,9.33E+04,1.61E+04,8.24E+05,4.48E+04,297693.00,118391.30,195217.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,129.31,8.16,LC20020000069,0.56,13.18,20.16,28.73,10.42,17.10,26.10,5.71E+05,4.91E+04,3.93E+04,6.23E+03,3.12E+05,1.77E+04,145569.20,46831.80,47208.40,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,129.85,8.21,LC21100000128,0.59,14.96,21.87,31.06,12.09,18.78,28.26,1.48E+06,1.30E+05,1.18E+05,1.53E+04,8.14E+05,5.05E+04,293109.00,100665.70,176704.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,131.31,8.32,LC20020000070,0.59,15.52,22.36,31.85,12.55,19.34,28.91,4.52E+05,3.09E+04,2.76E+04,6.13E+03,1.89E+05,1.12E+04,115772.00,35794.90,58183.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,132.59,8.42,LC21110000138,0.50,8.09,15.54,22.72,5.71,12.28,20.07,6.85E+06,7.97E+05,5.38E+05,5.95E+04,3.85E+06,1.96E+05,676829.00,278707.40,572631.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,138.30,8.88,LC1906000012,0.56,12.94,19.90,28.30,10.12,16.80,25.64,6.33E+05,4.15E+04,3.14E+04,5.08E+03,2.59E+05,1.61E+04,50850.80,102652.90,186897.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,139.86,9.01,2LC2110093,0.59,15.55,22.43,31.91,12.65,19.39,29.01,260162.877,26977.721,23533.246,3560.808,207157.513,12304.726,20191.94,9382.65,20354.38,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,141.33,9.12,LC20020000071,0.54,11.44,18.53,26.43,8.78,15.33,23.76,3.83E+05,3.18E+04,2.34E+04,3.13E+03,1.46E+05,1.07E+04,61228.60,20644.10,200076.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,142.83,9.23,2LC2110094,0.59,15.10,21.99,31.40,12.22,18.97,28.41,355903.846,45890.002,38910.525,6062.703,338066.307,20560.324,32638.40,12688.39,23858.26,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,144.28,9.34,LC20020000072,0.59,15.46,22.29,31.63,12.48,19.26,28.86,1.74E+06,1.79E+05,1.52E+05,2.41E+04,1.40E+06,8.39E+04,246534.00,57737.50,112708.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,147.92,9.58,LC20020000073,0.63,17.87,24.74,35.25,14.88,21.80,32.23,3.39E+06,5.42E+05,5.41E+05,7.12E+04,4.78E+06,2.95E+05,233525.30,74079.90,127593.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,149.46,9.67,2LC2110095,0.61,16.33,23.22,33.10,13.39,20.23,30.11,1001625.397,150439.225,136663.832,20402.124,1270687.572,73407.874,80183.69,21107.47,44454.71,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,150.92,9.75,LC20020000074,0.61,16.79,23.59,33.57,13.67,20.59,30.66,1.25E+06,1.94E+05,1.77E+05,2.53E+04,1.53E+06,1.01E+05,92220.00,42898.40,76580.40,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,152.43,9.82,2LC2110096,0.57,13.73,20.64,29.43,10.82,17.56,26.58,209176.488,21370.044,17613.05,2435.474,146043.759,8129.137,28017.98,11104.95,20771.95,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,153.88,9.88,LC20020000075,0.61,16.69,23.52,33.57,13.60,20.52,30.52,9.95E+05,1.47E+05,1.33E+05,1.80E+04,1.09E+06,7.82E+04,66162.60,29954.30,30764.70,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,157.53,10.01,LC20020000076,0.61,16.51,23.35,33.23,13.51,20.35,30.49,3.84E+05,2.91E+04,2.65E+04,4.27E+03,2.01E+05,1.42E+04,36533.30,19134.15,39769.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,159.05,10.05,LC21100000151,0.60,16.11,23.01,32.78,13.18,20.03,29.85,2.19E+06,1.91E+05,1.67E+05,2.65E+04,1.45E+06,9.53E+04,291966.00,111802.60,301656.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,160.52,10.08,LC20020000077,0.61,16.76,23.59,33.70,13.70,20.60,30.60,6.76E+05,5.69E+04,5.23E+04,7.87E+03,4.10E+05,2.87E+04,88925.60,33822.90,68200.40,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,162.03,10.12,LC21100000152,0.60,15.88,22.73,32.34,12.94,19.66,29.32,5.44E+06,5.00E+05,4.37E+05,5.99E+04,4.10E+06,2.45E+05,937419.00,269328.40,639096.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,163.53,10.14,LC2002000112,0.58,14.62,21.52,30.74,11.68,18.42,27.84,7.53E+06,1.08E+06,8.47E+05,1.77E+05,9.77E+06,4.76E+05,542133.00,116337.60,231251.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,164.57,10.16,LC21100000153,0.60,16.24,23.06,32.84,13.21,20.10,29.89,1.80E+06,1.64E+05,1.42E+05,2.07E+04,1.42E+06,8.73E+04,399711.00,115399.50,325916.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,167.10,10.20,LC1906000013,0.64,18.89,25.76,36.68,15.80,22.83,33.67,6.72E+05,3.86E+04,4.37E+04,5.65E+03,2.44E+05,1.93E+04,92706.80,208837.60,387890.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,167.13,10.20,LC21100000154,0.64,18.72,25.52,36.54,15.54,22.58,33.37,6.96E+06,8.18E+05,8.98E+05,1.03E+05,6.63E+06,4.36E+05,739578.00,317608.40,594253.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,168.65,10.22,LC21100000155,0.58,14.80,21.70,30.80,11.90,18.66,28.16,2.68E+06,2.17E+05,1.88E+05,2.14E+04,1.58E+06,9.45E+04,335372.00,157899.30,333486.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,170.09,10.24,LC2002000113,0.62,17.66,24.44,34.84,14.59,21.49,31.86,1.80E+06,2.35E+05,2.04E+05,3.29E+04,2.16E+06,1.50E+05,273483.70,89588.70,206893.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,171.64,10.26,LC21100000156,0.60,16.31,23.10,32.98,13.34,20.17,30.24,3.45E+06,3.14E+05,2.81E+05,4.65E+04,2.52E+06,1.53E+05,668560.00,251156.10,462532.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,173.13,10.28,2LC2110112,0.62,17.61,24.47,34.86,14.56,21.49,31.80,190125.578,30982.153,30310.5,3768.485,237094.644,16923.429,22097.89,3033.10,45201.39,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,174.58,10.30,LC2002000114,0.61,16.44,23.24,33.02,13.34,20.19,30.18,1.18E+06,1.63E+05,1.50E+05,2.04E+04,1.15E+06,7.89E+04,149193.60,58486.50,125693.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,176.74,10.33,2LC2110113,0.60,15.90,22.70,32.43,12.86,19.69,29.38,292080.705,48504.931,43406.891,6453.661,366984.578,22220.408,33439.57,12650.70,73061.89,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,178.19,10.35,LC2002000115,0.63,18.02,24.81,35.35,14.90,21.86,32.38,4.94E+06,7.64E+05,7.33E+05,1.05E+05,6.54E+06,4.46E+05,979322.00,162102.30,317445.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,179.73,10.38,LC21100000157,0.61,16.45,23.31,33.19,13.44,20.30,30.24,4.09E+06,6.24E+05,5.93E+05,6.91E+04,4.77E+06,2.98E+05,392345.00,161005.00,355296.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,181.46,10.41,LC2002000116,0.62,17.12,23.99,34.23,14.11,21.05,31.38,4.20E+06,7.66E+05,7.23E+05,9.53E+04,5.93E+06,4.09E+05,445435.00,82206.20,175834.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,182.74,10.44,2LC2110115,0.61,17.07,23.86,34.02,13.94,20.88,31.06,352817.254,63361.38,59445.241,8363.817,489576.024,33010.434,43777.54,12320.93,24331.96,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,183.70,10.46,LC2002000117,0.62,17.31,24.17,34.40,14.28,21.17,31.51,6.90E+05,7.93E+04,7.07E+04,1.31E+04,5.90E+05,4.44E+04,120851.40,40549.70,103445.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,186.33,10.54,LC2002000118,0.63,18.50,25.31,36.25,15.40,22.39,33.02,4.53E+05,5.20E+04,5.09E+04,7.66E+03,3.84E+05,3.13E+04,69864.70,30773.80,83600.70,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,187.86,10.59,LC21100000158,0.62,17.55,24.36,34.65,14.47,21.43,31.84,2.51E+06,2.01E+05,2.04E+05,2.27E+04,1.38E+06,1.02E+05,344093.50,151804.30,342683.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,189.11,10.64,LC2002000119,0.63,18.51,25.35,36.17,15.44,22.45,33.22,2.91E+06,4.16E+05,4.20E+05,5.76E+04,3.37E+06,2.44E+05,597689.00,117967.10,302377.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,190.84,10.70,LC21100000159,0.61,16.53,23.38,33.33,13.50,20.38,30.26,3.23E+06,2.83E+05,2.69E+05,3.61E+04,2.04E+06,1.33E+05,1022701.00,262964.60,471532.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,192.30,10.75,LC1906000014,0.62,17.61,24.44,34.88,14.57,21.50,31.87,7.53E+05,4.94E+04,4.71E+04,6.91E+03,3.13E+05,2.74E+04,127078.50,60565.80,301972.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,192.34,10.75,LC21100000160,0.61,16.55,23.36,33.32,13.51,20.39,30.35,2.19E+06,1.33E+05,1.35E+05,1.26E+04,7.78E+05,5.78E+04,306683.00,178888.90,366055.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,193.78,10.80,LC2002000120,0.63,18.40,25.25,36.10,15.34,22.32,32.97,1.91E+06,2.22E+05,2.38E+05,2.86E+04,1.50E+06,1.18E+05,301669.00,92882.10,198809.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,195.66,10.86,LC21100000187,0.65,19.32,26.14,37.34,16.22,23.28,34.34,2.97E+06,3.01E+05,3.50E+05,3.36E+04,2.20E+06,1.66E+05,301812.00,161069.40,292160.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,197.91,10.93,LC2002000121,0.66,20.00,26.85,38.51,16.88,24.03,35.36,2.87E+06,2.27E+05,2.62E+05,3.44E+04,1.71E+06,1.37E+05,554332.00,134625.10,214979.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,198.66,10.96,2LC2110121,0.60,16.11,22.97,32.70,13.07,19.92,29.79,953203.736,135424.92,112611.027,31747.369,1205481.152,59951.346,56590.87,22445.16,57194.33,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,200.39,11.01,LC2104000102,0.63,17.78,24.66,35.23,14.80,21.71,32.20,1.66E+07,1.39E+06,1.56E+06,1.88E+05,1.14E+07,5.63E+05,2035587.80,774503.20,1953341.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,203.18,11.11,LC21100000188,0.67,21.29,28.15,40.36,18.12,25.36,37.13,8.54E+06,9.77E+05,1.21E+06,1.32E+05,7.82E+06,6.75E+05,1033239.00,387047.00,776463.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,203.50,11.12,LC1906000015,0.65,19.91,26.83,38.54,16.82,23.94,35.15,8.48E+06,1.07E+06,1.16E+06,1.47E+05,8.50E+06,7.27E+05,1365538.40,317623.50,1594149.10,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,204.66,11.16,2LC2110123,0.65,19.53,26.37,37.75,16.43,23.54,34.69,678779.698,96252.301,108340.404,13857.07,730511.005,55616.175,162723.14,27161.96,46473.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,206.41,11.22,LC2002000122,0.62,17.60,24.38,34.68,14.49,21.41,31.71,6.58E+06,8.85E+05,8.13E+05,1.84E+05,8.25E+06,4.54E+05,869480.00,248519.10,427244.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,206.77,11.24,2LC2110124,0.62,17.81,24.56,35.09,14.65,21.63,32.06,851147.946,137604.982,133842.746,24742.313,1124719.327,70126.879,95627.35,25563.06,50682.58,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,209.73,11.35,2LC2110125,0.64,18.61,25.46,36.42,15.51,22.56,33.28,348464.486,39757.309,44934.967,6920.723,271032.81,17609.929,55044.07,19268.59,39354.22,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,209.76,11.35,LC15020000147.D,0.65,19.42,26.30,37.69,16.34,23.44,34.58,2.54E+06,3.99E+05,4.07E+05,6.79E+04,3.42E+06,2.60E+05,212000.00,59024.00,157000.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,211.60,11.43,LC1906000016,0.60,16.04,22.89,32.52,13.03,19.84,29.64,1.17E+07,1.69E+06,1.50E+06,2.22E+05,1.21E+07,8.12E+05,1161023.00,386661.00,1063230.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,212.73,11.48,2LC2110126,0.62,17.19,24.01,34.22,14.16,21.06,31.19,413220.176,58566.598,56915.615,8173.035,442055.285,28941.714,52527.29,17352.03,51376.56,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,214.26,11.55,LC21100000189,0.66,20.01,26.84,38.58,16.87,24.02,35.37,1.14E+07,9.47E+05,1.12E+06,1.30E+05,7.10E+06,5.53E+05,1646653.00,611024.00,1509280.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,215.87,11.63,LC21040000079,0.62,17.85,24.66,35.13,14.81,21.72,32.13,3.83E+06,4.65E+05,4.76E+05,7.53E+04,3.87E+06,2.23E+05,572605.00,152562.20,322532.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,216.69,11.68,2LC2110129,0.62,17.75,24.59,35.13,14.70,21.66,32.11,400379.858,35883.536,35661.02,5713.324,269655.642,18198.934,62496.46,24663.85,43665.57,,,,,,
