operator,publication,site,proxy,depth,age,run,TEX86,BAY.LOW,BAY.MED,BAY.HIGH,subBAY.LOW,subBAY.MED,subBAY.HIGH,1302,1300,1298,1296,1292,1292',1050-tot,1036-tot,1022,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,350.69,21.15,LC2004000046,0.64,18.9269 ,25.6294 ,36.7495 ,15.741 ,22.801 ,33.538 ,21408780,4132170,4383240,1030010,31765100,1907250,1474203.00,2111133.00,9249110.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,352.05,21.23,LC21100000252,0.72,24.5296 ,31.7087 ,45.9110 ,21.329 ,29.052 ,42.192 ,1.90E+07,2.99E+06,6.04E+06,5.21E+05,1.57E+07,1.25E+06,1388267.00,2721479.00,10919800.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,353.52,21.34,LC2104000129,0.72,24.4357 ,31.6373 ,45.8703 ,21.272 ,28.955 ,42.137 ,64652264,11302647,23215710,1811968,60228344,4255840,10256036.50,12830640.50,47141212.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,355.03,21.46,LC21100000253,0.72,24.4872 ,31.6673 ,45.9558 ,21.352 ,29.057 ,42.352 ,4.92E+06,8.33E+05,1.73E+06,1.21E+05,3.98E+06,3.23E+05,888706.00,765044.00,2841730.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,356.56,21.57,LC21100000254,0.65,19.3079 ,26.1364 ,37.4162 ,16.154 ,23.302 ,34.185 ,3.85E+07,8.65E+06,9.16E+06,2.25E+06,7.06E+07,4.41E+06,1479662.00,1688964.00,7329870.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,357.55,21.63,LC21030000103,0.67,21.2593 ,28.1213 ,40.5683 ,18.114 ,25.398 ,37.198 ,1367542,247315.5,301294.7,63153.8,1871509.5,147609.7,277210.90,226546.40,1253338.10,,,,,,
TV,"Hou et al., 2022 CP",1168,TEX86,357.87,21.65,LC1503000014.D,0.72,24.0461 ,31.1878 ,45.1905 ,20.869 ,28.511 ,41.468 ,1.94E+06,2.10E+05,4.67E+05,1.93E+04,4.70E+05,4.25E+04,120797.00,156500.00,666175.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,358.63,21.69,LC2104000141,0.63,18.0616 ,24.8618 ,35.5412 ,14.997 ,21.943 ,32.408 ,5816027,775600.1,1082829.1,75022.5,2512512.3,154263.7,288880.40,299036.70,985821.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,359.76,21.74,LC21100000255,0.64,19.0544 ,25.8669 ,36.9330 ,15.930 ,22.987 ,33.749 ,4.87E+06,8.03E+05,8.31E+05,2.31E+05,5.93E+06,3.79E+05,349496.00,799688.00,4064200.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,361.26,21.81,LC21100000256,0.68,21.6934 ,28.6903 ,41.1983 ,18.519 ,25.919 ,37.860 ,2.86E+07,6.02E+06,8.67E+06,1.32E+06,3.56E+07,2.87E+06,4540260.00,8076510.00,33875300.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,362.76,21.87,LC21100000257,0.64,19.0924 ,25.9109 ,37.0384 ,15.984 ,23.047 ,33.964 ,6.21E+06,8.87E+05,1.30E+06,9.88E+04,2.70E+06,1.99E+05,850940.00,1661750.00,7277170.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,363.10,21.88,LC1906000026,0.58,14.4569 ,21.3384 ,30.2606 ,11.534 ,18.276 ,27.581 ,7.98E+07,2.31E+07,2.07E+07,3.83E+06,1.02E+08,7.28E+06,10756850.00,11919240.00,61961500.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,364.39,21.93,LC2004000012,0.66,20.3312 ,27.2120 ,39.1170 ,17.182 ,24.427 ,35.815 ,45083900,8540470,10624100,2018050,57286700,4031984.5,6478780.00,#VALUE!,31201700.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,364.56,21.94,LC2104000140,0.67,21.2014 ,28.0678 ,40.3065 ,17.947 ,25.291 ,37.086 ,16185364,2064831.4,3161889.5,447701.2,10644154,639050.6,2723230.70,3249040.80,15338802.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,365.76,21.99,LC21100000258,0.82,,,,,,,2.87E+07,2.44E+06,1.06E+07,1.36E+05,2.28E+06,2.01E+05,1420150.00,2504156.00,8823410.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,366.98,22.03,LC21100000259,0.68,21.4916 ,28.3590 ,40.8273 ,18.264 ,25.571 ,37.442 ,1.12E+07,1.90E+06,2.62E+06,4.38E+05,1.20E+07,9.20E+05,1639470.00,2678790.00,14330100.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,368.23,22.08,LC2104000132,0.73,,,,,,,36622204,2779778.8,6784150.5,215307.3,5726072.5,422612.6,5055323.30,7111062.30,14461071.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,371.22,22.18,LC2004000020,0.70,23.1473 ,30.2448 ,43.7328 ,20.078 ,27.555 ,40.089 ,1476590,1476590,2893800,191998,4427430,402907,1405873.00,1366895.00,8111730.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,374.23,22.26,LC2104000112,0.65,19.7142 ,26.6191 ,38.1656 ,16.569 ,23.721 ,34.906 ,4858471.5,820419.8,1026250.6,175799.8,5239119,334005.9,690741.00,764909.00,2241837.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,377.88,22.34,LC2104000133,0.66,20.5354 ,27.4290 ,39.4138 ,17.441 ,24.623 ,36.220 ,82972352,7191826.5,9394048,1687321.4,46891792,3146567.5,10463373.00,13383922.00,48752900.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,380.93,22.40,LC2104000114,0.58,14.3402 ,21.1993 ,30.2139 ,11.414 ,18.096 ,27.351 ,45431184,3110590.8,2552224.8,628287.9,17530330,1060462.6,4147471.00,3203006.60,7374144.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,382.39,22.42,LC2004000043,0.70,22.7668 ,29.7091 ,42.8682 ,19.574 ,27.026 ,39.496 ,32391400,6007450,9037790,1440590,36798800,3285460,3332610.00,4585050.00,23949300.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,383.91,22.44,LC2104000134,0.63,17.8843 ,24.7176 ,35.3025 ,14.874 ,21.788 ,32.329 ,48804892,7320041,8191825,1332495,35598716,2721251.5,13494933.00,9962101.80,13622904.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,387.53,22.49,LC2104000135,0.53,10.4911 ,17.6483 ,25.3614 ,7.880 ,14.402 ,22.799 ,3500015.5,674090.4,465757.7,109730.2,2839793.8,179107,647061.50,661245.40,1076861.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,390.52,22.52,LC2104000136,0.61,16.8992 ,23.7191 ,33.7360 ,13.855 ,20.707 ,30.881 ,53164992,8845641,10127464,1387825,38832900,2464951,7597829.80,8995489.80,21333716.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,393.53,22.54,LC2104000137,0.68,21.3917 ,28.2972 ,40.6867 ,18.230 ,25.522 ,37.427 ,50574432,9159862,14432696,1798754.1,50030324,2883012.8,10713270.50,11419571.30,24265654.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,396.02,22.55,LC2103000005,0.65,19.3117 ,26.1652 ,37.4969 ,16.210 ,23.288 ,34.291 ,42326552,8821029,9677368,2467016.5,63983428,3977951.5,6049546.30,9875066.00,52069632.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,396.43,22.56,LC21030000107,0.42,1.2825 ,9.5754 ,16.4885 ,-0.569 ,6.242 ,13.176 ,1160947,755302,418046.4,49050.5,1052976.9,80288.6,283636.90,410258.80,1781428.10,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,396.43,22.56,LC2004000029,0.54,11.4467 ,18.5170 ,26.4692 ,8.737 ,15.364 ,23.835 ,19837900,12838000,12567335,922075,20971100,1567110,3029870.00,2596340.00,8728610.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,397.12,22.56,LC2104000119,0.66,20.5068 ,27.3629 ,39.3350 ,17.351 ,24.552 ,35.958 ,69379880,11385818,18181428,1602313.3,44386960,2609780.5,9193042.50,12865857.00,34911456.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,400.12,22.57,LC2104000120,0.56,12.8155 ,19.7811 ,28.0580 ,9.984 ,16.589 ,25.402 ,61242912,15163186,12094635,2598381.5,67468384,4369293,17293177.00,24621248.00,79397848.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,402.02,22.57,LC21030000029,0.55,12.2249 ,19.2158 ,27.5313 ,9.456 ,16.086 ,24.688 ,5692372.5,1802738.5,1337287.5,317357.6,9257000,552908.7,310569.60,483767.30,2226985.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,403.13,22.58,LC2104000138,0.59,15.2534 ,22.0766 ,31.4305 ,12.216 ,19.029 ,28.492 ,17826064,4042200,3622802.8,923401.4,26165350,1248973.3,2693131.80,2572738.60,699366.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,406.72,22.58,LC2104000139,0.63,18.0769 ,24.8192 ,35.3869 ,14.847 ,21.837 ,32.346 ,14416583,2463945,2576598,708570.8,18019604,862816.1,1523318.30,3355406.40,10713423.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,408.22,22.59,LC2004000034,0.50,7.9047 ,15.2903 ,22.4074 ,5.506 ,12.008 ,19.757 ,5171570,1675970,1049210,289955,5784760,310049,241934.00,255538.00,1232950.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,409.72,22.59,LC2104000123,0.64,18.6728 ,25.5278 ,36.3717 ,15.575 ,22.608 ,33.405 ,42145636,8415774,8625578,2759159.8,71952744,3365545.5,5133566.60,18062573.50,25897984.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,411.12,22.59,LC21030000109,0.62,17.5254 ,24.4197 ,34.7809 ,14.536 ,21.432 ,31.658 ,10242266,2622804,2622804,651304.9,16314034,1025796.9,2036341.00,4340873.60,25146140.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,412.70,22.59,LC19030000115,0.64,19.1747 ,26.0128 ,37.2872 ,16.091 ,23.178 ,34.009 ,1.47E+07,3.20E+06,3.20E+06,1.06E+06,2.38E+07,1.53E+06,1472330.00,1381297.00,6668480.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,414.01,22.60,LC2004000044,0.52,10.1792 ,17.3551 ,24.9436 ,7.632 ,14.141 ,22.298 ,80826700,28749700,19010000,5297970,101659000,7312830,11259380.00,13907780.00,70779000.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,420.97,22.62,LC2004000045,0.64,19.0244 ,25.8717 ,36.9941 ,15.927 ,23.001 ,33.915 ,78453000,20465800,18966930,7402500,141348000,10410600,5485570.00,7494730.00,35681300.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,423.40,22.64,LC2004000032,0.62,17.4893 ,24.3076 ,34.5643 ,14.442 ,21.391 ,31.620 ,50233000,13635400,13167700,4100660,75313300,4934260,5771220.00,6514810.00,29488100.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,425.82,22.66,LC2004000033,0.59,15.3431 ,22.2414 ,31.6322 ,12.386 ,19.173 ,28.781 ,87000700,20031100,14924900,6310000,138573000,7745490,3397520.00,4900500.00,23289400.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,433.35,22.76,LC19030000116,0.63,18.4788 ,25.2461 ,36.1933 ,15.340 ,22.371 ,33.029 ,2.79E+07,6.57E+06,6.14E+06,2.36E+06,5.32E+07,2.86E+06,2317030.00,3847770.00,23631800.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,440.25,22.90,LC2009000003,0.66,19.9824 ,26.8450 ,38.4983 ,16.865 ,24.005 ,35.290 ,1492307.9,392813,370164.3,150261.6,3093157.8,230027.4,230340.20,299900.30,12803.20,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,441.47,22.93,LC2103000007,0.73,25.2592 ,32.4871 ,47.1194 ,22.074 ,29.838 ,43.376 ,95912488,22652500,39652364,15423433,114168464,7530243,9777526.50,19402400.00,136149056.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,443.00,22.97,LC19030000117,0.57,14.1099 ,21.0035 ,29.9387 ,11.162 ,17.869 ,27.077 ,4.95E+07,1.34E+07,9.77E+06,3.65E+06,7.77E+07,4.55E+06,5327090.00,6750370.00,39134300.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,448.10,23.10,LC1905000062,0.66,20.0525 ,26.8795 ,38.5192 ,16.862 ,24.040 ,35.272 ,7.86E+06,2.11E+06,2.10E+06,7.48E+05,1.45E+07,1.17E+06,1122716.90,1592658.50,9621092.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,451.28,23.19,LC2009000030,0.66,20.5887 ,27.4468 ,39.4723 ,17.424 ,24.632 ,36.150 ,9902182,2367777,2428873.8,979180.5,18597538,1275565.6,1671135.60,3450219.80,56843.80,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,457.70,23.38,LC1905000063,0.62,17.7098 ,24.4968 ,35.0127 ,14.609 ,21.615 ,31.973 ,1.23E+07,2.93E+06,2.47E+06,8.55E+05,1.79E+07,1.52E+06,1805749.50,2401407.00,15408104.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,459.61,23.44,LC21030000031,0.66,20.5783 ,27.4275 ,39.4447 ,17.477 ,24.680 ,36.158 ,7246366,2044755.1,2140709.5,779676.3,16689956,1122741.9,658016.90,1168298.60,9186622.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,464.28,23.59,LC21030000030,0.65,19.4997 ,26.3711 ,37.8794 ,16.416 ,23.495 ,34.549 ,12336481,2400212.8,2371990.3,853350.4,20277042,1208550.1,626333.70,1344598.30,8250752.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,466.06,23.65,LC21030000032,0.64,18.8524 ,25.7052 ,36.7433 ,15.778 ,22.817 ,33.735 ,10743905,2601014.8,2467699.5,923043.7,22167810,1230270.4,477088.70,935730.80,5155652.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,467.12,23.68,LC20090000031,0.66,20.4358 ,27.2720 ,39.2738 ,17.252 ,24.482 ,35.856 ,987733.3,167836.5,164096,60906.5,1274057.9,103859.7,129213.40,139595.60,1.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,468.72,23.74,LC2103000011,0.69,22.5832 ,29.5744 ,42.7399 ,19.423 ,26.866 ,39.306 ,41544176,16266261,25840324,5627625.5,63252668,5365703.5,10762737.00,19897402.00,164632432.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,470.30,23.79,LC1905000064,0.58,14.6716 ,21.5634 ,30.6006 ,11.756 ,18.501 ,27.948 ,2.60E+07,1.22E+07,8.72E+06,3.74E+06,5.36E+07,4.55E+06,4476407.30,7623344.60,56056704.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,472.11,23.85,LC21030000113,0.64,18.8438 ,25.6468 ,36.6990 ,15.725 ,22.814 ,33.524 ,243545.4,63309,71151.8,20247.3,300668.5,20514.7,62612.50,74954.60,306749.10,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,473.98,23.92,LC20090000073,0.61,17.0570 ,23.8902 ,34.0439 ,13.950 ,20.896 ,31.074 ,478140.8,204543.9,179126.8,58510.9,995115.1,87862.7,73453.60,135455.20,14888.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,474.98,23.95,LC21030000033,0.68,21.6592 ,28.5742 ,41.1387 ,18.490 ,25.837 ,37.859 ,10711927,2067273.3,2296015.3,820167.1,16821172,1266772,1070544.60,1833014.00,13401515.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,476.03,23.99,LC21030000034,0.57,13.9555 ,20.8403 ,29.6186 ,11.082 ,17.739 ,26.881 ,15913941,7077832,4888869,1787511.1,37102480,2800053.5,2680747.70,5144972.80,37767116.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,477.08,24.03,LC21030000035,0.67,20.6737 ,27.6183 ,39.6934 ,17.526 ,24.767 ,36.315 ,11436158,3180642,3368142.8,1220114.5,26084756,1765451.3,13158495.30,3863766.60,26973944.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,478.12,24.07,LC20090000033,0.70,22.8934 ,29.8888 ,43.0358 ,19.660 ,27.165 ,39.686 ,3233735.8,827627.3,918920.2,359691.8,7523999,635683.6,380993.60,671310.80,49857.40,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,478.20,24.08,LC21030000114,0.63,18.2412 ,25.0796 ,35.8673 ,15.173 ,22.192 ,32.850 ,6236030,1580245.5,1570895.9,513013.4,9407194,616536.1,434156.30,846916.10,6202449.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,483.02,24.28,LC21030000036,0.51,8.9065 ,16.1652 ,23.5596 ,6.419 ,12.949 ,20.875 ,12784398,6438422,3780652.3,1136565.3,22448916,1737197.1,1215263.90,1732974.70,13922901.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,484.29,24.33,LC2004000038,0.60,16.0218 ,22.8544 ,32.4268 ,12.962 ,19.832 ,29.614 ,703147,208056,181072,59372.8,1052740,71335.2,72296.40,84680.30,1.23,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,487.04,24.45,LC21030000037,0.56,12.8684 ,19.8262 ,28.2406 ,10.078 ,16.695 ,25.582 ,3467,15945278,10584356,3462324.3,76462072,6105271.5,4563942.00,6850818.50,60333220.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,490.37,24.61,LC2004000040,0.64,18.8129 ,25.5986 ,36.4981 ,15.624 ,22.682 ,33.474 ,79753500,19753700,18686700,5947310,129950000,10106400,5472650.00,8165770.00,41074700.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,493.02,24.73,LC2103000017,0.58,14.3581 ,21.1955 ,30.2160 ,11.40049664,18.138 ,27.386 ,35772624,8216781.5,5932964,1937391,47379852,3317967.8,5755121.10,8804126.50,72125568.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,496.50,24.89,LC2004000039,0.61,16.6515 ,23.5088 ,33.5482 ,13.671 ,20.515 ,30.568 ,10126500,2708130,2500500,681932,15427900,1039700,1203277.00,1115911.00,448614.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,502.57,25.17,LC2004000042,0.67,20.7193 ,27.5571 ,39.6075 ,17.54878996,24.786 ,36.308 ,52367100,15116800,14929900,6538100,119332000,8628570,4716600.00,10319950.00,59476300.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,505.52,25.31,LC21030000038,0.67,21.1161 ,28.0128 ,40.2319 ,17.92377026,25.272 ,37.032 ,11393625,3308959.5,3585418.8,1511256.6,28128646,1682522.8,1491155.00,2930850.10,22239996.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,508.70,25.45,LC2004000030,0.67,20.8049 ,27.7072 ,39.8009 ,17.64355619,24.948 ,36.678 ,40018300,12539700,12480900,5459770,95327200,7253650,2290497.00,5907020.00,32842900.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,510.20,25.51,LC19030000118,0.65,19.7164 ,26.5910 ,38.1308 ,16.589 ,23.735 ,34.960 ,2.83E+07,7.28E+06,7.33E+06,2.68E+06,6.09E+07,3.64E+06,2129960.00,2293620.00,14196700.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,513.79,25.67,LC21030000039,0.68,21.3938 ,28.3045 ,40.6030 ,18.260 ,25.519 ,37.365 ,8025134.5,2208124.5,2313718,867026.4,18231508,1427785,724281.30,1131973.90,8039719.50,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,518.06,25.86,LC2004000036,0.63,18.0633 ,24.8909 ,35.6036 ,14.908 ,21.927 ,32.518 ,173333,43454.2,40189.7,13295.3,228192,19976,14681.17,22748.59,70449.80,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,519.80,25.94,LC1905000065,0.64,18.6802 ,25.5360 ,36.3746 ,15.64327196,22.645 ,33.487 ,2.04E+07,5.49E+06,4.80E+06,1.98E+06,4.06E+07,2.86E+06,1736594.80,2951400.90,20085486.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,520.83,25.98,LC21030000040,0.61,16.8411 ,23.6378 ,33.6307 ,13.763 ,20.685 ,30.818 ,15790983,4171051.3,3397525,1636961.3,33131414,1507440,846707.20,1677655.50,10582467.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,523.07,26.08,LC20090000034,0.64,19.0226 ,25.8729 ,36.9734 ,15.917 ,22.998 ,33.852 ,2890109,809356,708682.4,320819.7,6055168,420337.5,228104.10,359600.60,255662.80,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,525.33,26.18,LC21030000041,0.67,20.7188 ,27.6210 ,39.6766 ,17.559 ,24.768 ,36.346 ,13245623,3823472.5,3728126,1704814.4,30885138,2198862.3,1013517.20,1904242.00,13943823.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,527.80,26.29,LC2004000031,0.63,18.1742 ,24.9941 ,35.6966 ,15.11770137,22.114 ,32.594 ,2602950,728505,676629,271155,4190984.5,290869.9,200781.20,236992.80,1231840.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,529.20,26.35,LC1905000066,0.62,17.5408 ,24.3885 ,34.8331 ,14.437 ,21.418 ,31.749 ,6.06E+07,1.41E+07,1.09E+07,5.27E+06,1.08E+08,6.94E+06,3030281.40,3854928.90,16351467.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,533.33,26.52,LC21030000042,0.59,15.4468 ,22.3039 ,31.6696 ,12.425 ,19.242 ,28.961 ,22267168,5716290,4223681,2048286.1,38930096,2032789,1466565.90,2333067.80,11920783.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,536.00,26.63,LC1905000067,0.65,19.7601 ,26.5969 ,38.1159 ,16.643 ,23.728 ,34.957 ,3.40E+07,1.01E+07,9.32E+06,4.22E+06,7.85E+07,5.43E+06,1998258.50,4022723.60,23892814.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,541.36,26.86,LC21030000043,0.65,19.5635 ,26.4079 ,37.8477 ,16.450 ,23.595 ,34.637 ,11148796,2979434.8,2933939.3,1169388.3,23169906,1429636.5,712569.20,1326088.00,8666449.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,544.30,26.98,LC1905000068,0.61,16.4556 ,23.2886 ,33.2155 ,13.518 ,20.317 ,30.171 ,4.00E+07,9.52E+06,7.02E+06,3.53E+06,7.07E+07,4.11E+06,1643368.80,3665293.80,18026724.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,547.58,27.12,LC21030000044,0.57,13.9737 ,20.8426 ,29.6354 ,11.098 ,17.767 ,26.896 ,18261724,4246069,2868495.5,1500137.6,34103772,1312449.3,839933.70,1606488.70,7687778.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,554.00,27.39,LC19030000119,0.64,18.5493 ,25.3696 ,36.3100 ,15.44613581,22.474 ,33.158 ,4.06E+07,1.23E+07,1.23E+07,5.30E+06,8.41E+07,3.88E+06,1949629.00,4930470.00,23529700.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,560.26,27.64,LC21030000045,0.59,15.0449 ,21.8466 ,31.0355 ,12.052 ,18.821 ,28.248 ,13038053,3312505.5,2387108.8,1316177.6,24835464,978296.6,570048.90,1243706.80,6070930.50,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,563.60,27.77,2LC22060103,0.59,15.5565 ,21.7793 ,29.5042 ,12.274 ,19.107 ,28.611 ,1904800,495973.1,365760.1,194410.3,3335153,154129.3,63718.63,134311.93,198291.69,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,566.60,27.89,LC1905000069,0.57,13.7198 ,20.6323 ,29.3465 ,10.843 ,17.524 ,26.750 ,5.25E+07,1.22E+07,8.08E+06,4.16E+06,9.38E+07,3.89E+06,1742240.90,3092139.50,12712678.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,568.10,27.95,2LC22060104,0.59,15.6921 ,21.9849 ,30.0221 ,12.400 ,19.221 ,28.850 ,2850492,763698.8,551908.4,296874.2,4843718,257483.5,127004.20,304601.38,390985.89,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,570.20,28.03,2LC22060105,0.61,16.9728 ,23.2928 ,30.8317 ,13.76560894,20.629 ,30.623 ,2347505,716440.1,571802.4,283644.6,4615608,267814.4,90224.08,199789.54,357686.30,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,571.70,28.08,2LC22060106,0.60,15.9217 ,22.0919 ,30.1703 ,12.79370907,19.584 ,29.257 ,3108948,781442.1,646891.3,274337.5,5277851,233781.3,96554.10,191077.46,350112.87,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,573.20,28.14,LC1905000070,0.62,17.4748 ,24.2271 ,34.6187 ,14.32549107,21.285 ,31.501 ,3.85E+06,9.99E+06,8.30E+06,3.89E+06,7.28E+07,4.02E+06,1524335.80,3409301.20,16958526.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,576.51,28.26,LC20090000035,0.68,21.6522 ,28.6189 ,41.1809 ,18.493 ,25.892 ,37.753 ,2232781,310070.7,332260.8,147227,2757876.3,179833.8,69280.30,136801.80,671962.10,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,581.84,28.46,LC20090000036,0.67,20.8778 ,27.7678 ,40.0027 ,17.69509967,25.025 ,36.560 ,354843.3,775922.9,745991,347801.1,6636044.5,471689.3,133956.00,338203.00,1952309.90,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,582.80,28.49,2LC22060107,0.64,18.6380 ,24.9706 ,33.3099 ,15.616 ,22.649 ,33.508 ,3830422,1090106,949121.1,506113.8,6707174,463527.5,226044.70,652760.96,1172529.17,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,584.30,28.54,LC1905000071,0.63,17.9290 ,24.7405 ,35.3332 ,14.84005049,21.795 ,32.235 ,1.24E+07,3.13E+06,2.45E+06,1.08E+06,2.28E+07,1.70E+06,702487.80,1330442.50,7755602.50,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,590.13,28.74,LC20090000037,0.70,22.8844 ,29.8977 ,43.1331 ,19.67563855,27.198 ,39.766 ,953905.2,270889.1,313248.2,129208,2561031.3,184924.3,54702.70,110072.70,562560.40,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,591.99,28.81,LC21030000046,0.59,15.1729 ,22.0254 ,31.4793 ,12.198 ,18.949 ,28.501 ,20441192,4620397.5,3393444.3,1429957.9,38881972,1761348,598397.80,913878.30,4559539.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,592.40,28.82,2LC22060108,0.60,16.4334 ,22.2024 ,29.7132 ,12.873 ,19.718 ,29.490 ,2404448,632758.2,499907.8,223404.7,4212986,219054,99950.72,186697.36,282906.41,,,,,,
